"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000170419",368.059012406873,9.0952686615898,1.94767122921871,4.66981722846432,3.01467832247727e-06,8.4789037975053e-05,"VSTM2A"
"ENSG00000170743",272.697846608498,8.33880574865523,1.28323069677452,6.49829042401753,8.12378634574099e-11,4.24722614810577e-09,"SYT9"
"ENSG00000171603",762.321586255111,2.34236809553745,0.553081831416514,4.2351203067697,2.28429375346892e-05,0.000306953945969364,"CLSTN1"
"ENSG00000171815",301.272835282486,9.21208147066321,1.93198597987781,4.76819271289216,1.858859297349e-06,6.3648476856294e-05,"PCDHB1"
"ENSG00000171956",579.056594306172,9.42317748082053,0.869987981579395,10.8313881114926,2.444215913967e-27,1.34537945015395e-24,"FOXB1"
"ENSG00000172867",383.685896537415,8.81706133870227,1.28758055882877,6.84777451651071,7.50076649569911e-12,4.14431554884527e-10,"KRT2"
"ENSG00000173157",312.486343668183,8.83426531604084,1.98568032050006,4.44898668976891,8.62763620223176e-06,0.000146013078545866,"ADAMTS20"
"ENSG00000174562",546.978667506688,9.0724424602541,1.17002507135563,7.75405816709765,8.90015287538419e-15,5.35348783162027e-13,"KLK15"
"ENSG00000174791",1066.51076491807,1.0088998577228,0.203499985015748,4.95773922364039,7.13182005835966e-07,3.04621649432689e-05,"RIN1"
"ENSG00000174899",248.573571605319,8.52257976410416,1.98532747794907,4.29278285762123,1.76447548924318e-05,0.000245119254512816,NA
"ENSG00000175820",281.575520945341,8.38741917681077,1.84058444032805,4.55693256611247,5.19060793832299e-06,0.000109253683538742,"CCDC168"
"ENSG00000175920",1067.99870076254,1.77272088871565,0.302186062041168,5.86632247940723,4.4556682344929e-09,2.22577413364488e-07,"DOK7"
"ENSG00000175967",606.404090603188,9.80329576637509,0.931271950503359,10.5267808840117,6.50201071602225e-26,2.43183536690407e-23,"LINC02880"
"ENSG00000176933",313.562582995351,8.52291694389593,1.88066811720232,4.53185592180646,5.84677237397864e-06,0.000114398316878658,NA
"ENSG00000177106",837.35336218986,1.69862117929427,0.570344939502112,2.97823485692202,0.00289913743408491,0.0320123150509307,"EPS8L2"
"ENSG00000177144",327.151975605825,8.92484007421416,1.97807699236615,4.5118769939983,6.42564507503279e-06,0.000123199856296262,"NUDT4B"
"ENSG00000177239",668.58873067748,3.42430155058834,1.02975548836824,3.32535401779165,0.000883063303192581,0.0104467176577604,"MAN1B1"
"ENSG00000177335",276.700804169968,8.08624889375221,1.80266943566747,4.48570810252747,7.26721764762632e-06,0.000130065362229572,"LY6S-AS1"
"ENSG00000177464",1014.30912968343,1.02618933575064,0.195521673109339,5.2484684660855,1.53368886108547e-07,7.23985520136674e-06,"GPR4"
"ENSG00000178115",478.616742833976,8.87974676947323,0.887737538943706,10.0026712625434,1.483406269227e-23,3.25379030768114e-21,"GOLGA8Q"
"ENSG00000178233",344.800483311373,8.68039840359702,1.83348783835756,4.73436377487669,2.19743299838638e-06,7.15465545333993e-05,"TMEM151B"
"ENSG00000178522",276.356600605109,8.68080338149197,1.88409154376744,4.60742123184407,4.07693565571023e-06,9.69094087378897e-05,"AMBN"
"ENSG00000178700",424.079472363874,1.88055778722312,0.494458292586329,3.80326878003525,0.000142799275560154,0.00180889416670272,"DHFR2"
"ENSG00000178980",852.751105127099,5.07335994008934,0.643939651357711,7.87862640449682,3.30999538079832e-15,2.01171865091728e-13,"SELENOW"
"ENSG00000179172",238.783778254911,8.44542023854789,1.95965132113282,4.30965455306908,1.63509754989731e-05,0.000229220090452447,"HNRNPCL1"
"ENSG00000179431",888.088738584925,1.34627758533021,0.335655910334531,4.01088598138625,6.04913198155445e-05,0.000784665750546411,"FJX1"
"ENSG00000179818",365.746077510889,8.76564961474776,1.83258205009862,4.78322354749467,1.72506090408796e-06,6.22066770765859e-05,"PCBP1-AS1"
"ENSG00000179855",864.155051269824,2.64406325628512,0.743843515309892,3.55459609698093,0.000378560143750388,0.00464022482085297,"GIPC3"
"ENSG00000179935",442.65710389756,9.02164916473717,1.88801479464746,4.77837842707252,1.76714557837783e-06,6.22649533922463e-05,"LINC00652"
"ENSG00000182035",562.819800005207,9.11390795797523,0.936796670748931,9.72880054183906,2.27256765846166e-22,3.87705358481298e-20,"ADIG"
